Problem;Rationale;annotated_formula;linear_formula;category;id_question;difficulty;upload_timestamp;solved_timestamp;response_time
during a thanksgiving weekend , a car rental company rented 6 - tenths of their vehicles , including two - fifths of the 4 wds that it had . if 40 % of the vehicles are 4 wds , then what percent of the vehicles that were not rented were not 4 wds ?;4 / 10 of all the vehicles were not rented . ( 3 / 5 ) ( 2 / 5 ) = 6 / 25 of all the vehicles are 4 wds that were not rented . ( 6 / 25 ) / ( 4 / 10 ) = 3 / 5 is the fraction of non - rented vehicles that were 4 wds 1 - 3 / 5 = 40 % of non - rented vehicles were not 4 wds . the answer is c .;multiply(divide(divide(multiply(const_2, 40), add(const_3, const_2)), 40), const_100);add(const_2,const_3)|multiply(n2,const_2)|divide(#1,#0)|divide(#2,n2)|multiply(#3,const_100);gain;Q531;Hard;2023-10-14 18:04:00;2023-10-14 18:44:00;40,07
a hollow iron pipe is 21 cm long and its external diameter is 8 cm . if the thickness of the pipe is 1 cm and iron weighs 8 g / cm ^ 3 , then the weight of the pipe is :;"""external radius = 4 cm , internal radius = 3 cm . volume of iron = ( 22 / 7 x [ ( 4 ) ^ 2 - ( 3 ) ^ 2 ] x 21 ) cm ^ 3 ( 22 / 7 x 7 x 1 x 21 ) cm ^ 3 462 cm ^ 3 . weight of iron = ( 462 x 8 ) gm = 3696 gm = 3.696 kg . answer b""";divide(multiply(subtract(volume_cylinder(divide(8, const_2), 21), volume_cylinder(subtract(divide(8, const_2), 1), 21)), 8), const_1000);divide(n1,const_2)|subtract(#0,n2)|volume_cylinder(#0,n0)|volume_cylinder(#1,n0)|subtract(#2,#3)|multiply(n1,#4)|divide(#5,const_1000)|;general;Q596;Medium;2023-10-15 01:10:00;2023-10-15 01:41:00;31,52
mr . jones gave 40 % of the money he had to his wife . he also gave 20 % of the remaining amount to his 3 sons . and half of the amount now left was spent on miscellaneous items and the remaining amount of rs . 12000 was deposited in the bank . how much money did mr . jones have initially ?;explanation : let the initial amount be x , amount given to his wife = ( 40 / 100 ) x = 2 x / 5 balance = ( x - ( 2 x / 5 ) ) = 3 x / 5 amount given to his wife = ( 20 / 100 ) * ( 3 x / 5 ) = 3 x / 25 balance = 3 x / 5 - 3 x / 25 = 12 x / 25 amountt spent on miscellaneous items = ( 1 / 2 ) * ( 12 x / 25 ) = 6 x / 25 which is equal to 12000 hence , = > 6 x / 25 = 12000 = > x = 50000 answer : c;divide(12000, multiply(divide(divide(const_100, const_2), const_100), multiply(subtract(const_1, divide(40, const_100)), subtract(const_1, divide(20, const_100)))));divide(const_100,const_2)|divide(n0,const_100)|divide(n1,const_100)|divide(#0,const_100)|subtract(const_1,#1)|subtract(const_1,#2)|multiply(#4,#5)|multiply(#3,#6)|divide(n3,#7);gain;Q269;Easy;2023-10-15 01:46:00;2023-10-15 02:07:00;21,33
find the compound interest on rs . 10000 at 12 % rate of interest for 1 year , compounded half - yearly;"""amount with ci = 10000 [ 1 + ( 12 / 2 * 100 ) ] 2 = rs . 11236 therefore , ci = 11236 – 10000 = rs . 1236 answer : b""";subtract(multiply(power(add(const_1, divide(divide(12, const_4), const_100)), const_3), multiply(multiply(multiply(const_4, const_4), const_100), sqrt(const_100))), multiply(multiply(multiply(const_4, const_4), const_100), sqrt(const_100)));divide(n1,const_4)|multiply(const_4,const_4)|sqrt(const_100)|divide(#0,const_100)|multiply(#1,const_100)|add(#3,const_1)|multiply(#4,#2)|power(#5,const_3)|multiply(#6,#7)|subtract(#8,#6)|;gain;Q469;Easy;2023-10-15 06:44:00;2023-10-15 06:59:00;15
3 candidates contested an election and received 1000 , 2000 and 4000 votes respectively . what percentage of the total votes did the winning candidate got ?;total number of votes polled = ( 1000 + 2000 + 4000 ) = 7000 required percentage = 4000 / 7000 * 100 = 57 % ( approximately ) answer : option c;multiply(divide(4000, add(add(1000, 2000), 4000)), const_100);add(n1,n2)|add(n3,#0)|divide(n3,#1)|multiply(#2,const_100);general;Q101;Easy;2023-10-15 23:45:00;2023-10-16 00:04:00;19,99
for a certain exam , a score of 58 was 2 standard deviations below mean and a score of 98 was 3 standard deviations above mean . what was the mean score r for the exam ?;"""a score of 58 was 2 standard deviations below the mean - - > 58 = mean - 2 d a score of 98 was 3 standard deviations above the mean - - > 98 = mean + 3 d solving above for mean r = 74 . answer : a .""";divide(add(multiply(58, 3), multiply(98, 2)), add(2, 3));add(n1,n3)|multiply(n0,n3)|multiply(n1,n2)|add(#1,#2)|divide(#3,#0)|;general;Q394;Hard;2023-10-16 00:18:00;2023-10-16 00:19:00;1
it costs $ 2 for the first 15 minutes to use the bumper cars at a fair ground . after the first 15 minutes it costs $ 6 per hour . if a certain customer uses the bumper cars for 3 hours and 25 minutes , how much will it cost him ?;3 hrs 25 min = 205 min first 15 min - - - - - - > $ 2 time left is 190 min . . . now , 60 min costs $ 6 1 min costs $ 6 / 60 190 min costs $ 6 / 60 * 190 = > $ 19 so , total cost will be $ 19 + $ 2 = > $ 21 the answer will be ( d ) $ 21;add(multiply(divide(6, const_60), subtract(add(multiply(3, const_60), 25), 15)), 2);divide(n3,const_60)|multiply(n4,const_60)|add(n5,#1)|subtract(#2,n1)|multiply(#0,#3)|add(n0,#4);physics;Q034;Hard;2023-10-16 03:21:00;2023-10-16 03:42:00;21,55
john and andrew can finish the work 9 days if they work together . they worked together for 6 days and then andrew left . john finished the remaining work in another 6 days . in how many days john alone can finish the work ?;amount of work done by john and andrew in 1 day = 1 / 9 amount of work done by john and andrew in 6 days = 6 ã — ( 1 / 9 ) = 2 / 3 remaining work â € “ 1 â € “ 2 / 3 = 1 / 3 john completes 1 / 3 work in 6 days amount of work john can do in 1 day = ( 1 / 3 ) / 6 = 1 / 18 = > john can complete the work in 18 days answer : c;divide(6, subtract(const_1, divide(6, 9)));divide(n1,n0)|subtract(const_1,#0)|divide(n1,#1);physics;Q296;Medium;2023-10-16 05:40:00;2023-10-16 06:17:00;37,8
if 100 cats kill 100 mice in 100 days , then 4 cats would kill 4 mice in how many days ?;as 100 cats kill 100 mice in 100 days 1 cats kill 1 mouse in 100 days then 4 cats kill 4 mice in 100 days answer : d;divide(multiply(multiply(4, 100), 100), multiply(100, 4));multiply(n0,n3)|multiply(n0,#0)|divide(#1,#0);physics;Q031;Medium;2023-10-16 19:29:00;2023-10-16 20:02:00;33,23
of the 55 cars on a car lot , 40 have air - conditioning , 25 have power windows , and 12 have both air - conditioning and power windows . how many of the cars on the lot have neither air - conditioning nor power windows ?;total - neither = all air conditioning + all power windows - both or 55 - neither = 40 + 25 - 12 = 53 . = > neither = 2 , hence d . answer : d;subtract(55, subtract(add(40, 25), 12));add(n1,n2)|subtract(#0,n3)|subtract(n0,#1);other;Q568;Medium;2023-10-17 07:58:00;2023-10-17 08:42:00;44,9
if two - third of a bucket is filled in 6 minute then the time taken to fill the bucket completely will be .;"""2 / 3 filled in 6 mint 1 / 3 filled in 3 mint thn 2 / 3 + 1 / 3 = 6 + 3 = 9 minutes answer : d""";multiply(divide(6, const_2), const_3);divide(n0,const_2)|multiply(#0,const_3)|;physics;Q428;Hard;2023-10-17 13:03:00;2023-10-17 13:51:00;48,2
at a restaurant , glasses are stored in two different - sized boxes . one box contains 12 glasses , and the other contains 16 glasses . if the average number of glasses per box is 15 , and there are 16 more of the larger boxes , what is the total number of glasses w at the restaurant ? ( assume that all boxes are filled to capacity . );"""most test takers would recognize thesystemof equations in this prompt and just do algebra to get to the solution ( and that ' s fine ) . the wording of the prompt and the ' spread ' of the answer choices actually provide an interesting ' brute force ' shortcut that you can take advantage of to eliminate the 4 wrong answers . . . . we ' re told that there are 2 types of boxes : those that hold 12 glasses and those that hold 16 glasses . since the average number of boxes is 15 , we know that there must be at least some of each . we ' re also told that that there are 16 more of the larger boxes . this means , at the minimum , we have . . . 1 small box and 17 large boxes = 1 ( 12 ) + 17 ( 16 ) = 12 + 272 = 284 glasses at the minimum since the question asks for the total number of glasses , we can now eliminate answers a , b and c . . . . the difference in the number of boxes must be 16 though , so we could have . . . . 2 small boxes and 18 large boxes 3 small boxes and 19 large boxes etc . with every additional small box + large box that we add , we add 12 + 16 = 28 more glasses . thus , we can justadd 28 suntil we hit the correct answer . . . . 284 + 28 = 312 312 + 28 = 340 340 + 28 = 368 368 + 28 = 396 at this point , we ' ve ' gone past ' answer d , so the correct answer must be answer e . . . . . but here ' s the proof . . . . 396 + 28 = 424 424 + 28 = 452 452 + 28 = 480 final answer : e""";multiply(multiply(16, const_2), 15);multiply(n1,const_2)|multiply(n2,#0)|;general;Q431;Easy;2023-10-18 07:15:00;2023-10-18 07:33:00;18,3
alice and bob drive at constant speeds toward each other on a highway . alice drives at a constant speed of 30 km per hour . at a certain time they pass by each other , and then keep driving away from each other , maintaining their constant speeds . if alice is 100 km away from bob at 7 am , and also 100 km away from bob at 11 am , then how fast is bob driving ( in kilometers per hour ) ?;alice and bob complete 200 km / 4 hours = 50 km / hour bob ' s speed is 50 - 30 = 20 km / hour the answer is a .;subtract(divide(add(100, 100), subtract(11, 7)), 30);add(n1,n1)|subtract(n4,n2)|divide(#0,#1)|subtract(#2,n0);physics;Q067;Easy;2023-10-18 19:24:00;2023-10-18 19:33:00;9,69
in what time will a train 100 metres long cross an electic pole , if its speed be 144 km / hr ?;"""sol . speed = [ 144 x 5 / 18 ] m / sec = 40 m / sec . time taken = ( 100 / 40 ) sec = 2.5 sec . answer a""";divide(100, multiply(144, const_0_2778));multiply(n1,const_0_2778)|divide(n0,#0)|;physics;Q100;Easy;2023-10-18 23:13:00;2023-10-18 23:35:00;22,61
what is the remainder when 50 ! is divided by 16 ^ 8 ? ?;"""16 raise to 8 = 2 raise to 32 , now highest power of 2 divisible by 50 ! is 25 + 12 + 6 + 3 + 1 = 47 since 2 raise to 47 is divisible , 2 raise to 32 also will be divisible answer : a""";reminder(multiply(16, 50), 8);multiply(n0,n1)|reminder(#0,n2)|;general;Q511;Medium;2023-10-18 23:41:00;2023-10-19 00:06:00;25,47
if the cost price of 140 pencils is equal to the selling price of 100 pencils , the gain percent is;"""let c . p . of each pencil be re . 1 . then , c . p . of 100 pencils = rs . 100 ; s . p . of 100 pencils = rs . 140 . gain % = 40 / 100 * 100 = 40 % answer : e""";divide(const_100, divide(100, subtract(140, 100)));subtract(n0,n1)|divide(n1,#0)|divide(const_100,#1)|;gain;Q045;Easy;2023-10-19 10:26:00;2023-10-19 10:45:00;19,6
a mixture of sand and cement contains , 3 parts of sand and 5 parts of cement . how much of the mixture must be substituted with sand to make the mixture half sand and half cement ?;we have total of 8 parts : 3 parts of sand and 5 parts of cement . in order there to be half sand and half cement ( 4 parts of sand and 4 parts of cement ) , we should remove 1 part of cement . with 1 part of cement comes 3 / 5 parts of sand , so we should remove 1 + 3 / 5 = 8 / 5 part of the mixture , which is ( 8 / 5 ) / 8 = 1 / 5 of the mixture . answer : c .;divide(add(const_1, divide(3, 5)), add(5, 3));add(n0,n1)|divide(n0,n1)|add(#1,const_1)|divide(#2,#0);general;Q425;Easy;2023-10-19 10:50:00;2023-10-19 11:01:00;11,04
a mixture contains milk and water in the ratio 5 : 2 . on adding 10 liters of water , the ratio of milk to water becomes 5 : 3 . the quantity of milk in the original mixture is ?;"""milk : water = 5 : 2 5 x : 2 x + 10 = 5 : 3 3 [ 5 x ] = 5 [ 2 x + 10 ] 15 x = 10 x + 50 15 x - 10 x = 50 x = 10 the quantity of milk in the original mixture is = 5 : 2 = 5 + 2 = 7 7 x = 70 short cut method : milk : water = 5 : 2 after adding 10 liters of water milk : water = 5 : 3 milk is same but water increse 10 liters then the water ratio is increse 1 parts 1 part - - - - - > 10 liters the quantity of milk in the original mixture is = 5 : 2 = 5 + 2 = 7 7 parts - - - - - > 70 liters ( answer is = 70 ) short cut method - 2 : for only milk problems milk : water 5 : 2 5 : 3 milk ratio same but water ratio 1 part incress per 10 liters 1 part of ratio - - - - - - - > 10 liters 7 part of ratio - - - - - - - > 70 liters c )""";divide(multiply(10, divide(const_2.0, const_3.0)), subtract(divide(3, add(5, 2)), multiply(divide(2, add(5, 2)), divide(2, 5))));add(n4,n1)|divide(n3,n4)|divide(n0,#0)|divide(n1,#0)|multiply(n2,#1)|multiply(#3,#1)|subtract(#2,#5)|divide(#4,#6)|;general;Q348;Easy;2023-10-20 04:37:00;2023-10-20 04:47:00;10,4
students of 3 different classes appeared in common examination . pass average of 10 students of first class was 45 % , pass average of 15 students of second class was 60 % and pass average of 25 students of third class was 80 % then what will be the pass average of all students of 3 classes ?;solution : sum of pass students of first , second and third class , = ( 45 % of 10 ) + ( 60 % of 15 ) + ( 80 % of 25 ) = 4.5 + 9 + 20 = 33.5 total students appeared , = 10 + 15 + 25 = 50 pass average , = 33.5 * 100 / 50 = 67 % . answer : option c;divide(multiply(add(add(divide(multiply(10, 45), const_100), divide(multiply(15, 60), const_100)), divide(multiply(25, 80), const_100)), const_100), add(add(10, 15), 25));add(n1,n3)|multiply(n1,n2)|multiply(n3,n4)|multiply(n5,n6)|add(n5,#0)|divide(#1,const_100)|divide(#2,const_100)|divide(#3,const_100)|add(#5,#6)|add(#8,#7)|multiply(#9,const_100)|divide(#10,#4);general;Q459;Easy;2023-10-20 14:34:00;2023-10-20 14:50:00;16,96
34.94 + 240.016 + 23.98 = ?;34.94 240.016 + 23.98 - - - - - - - - 298.936 answer is a .;add(add(34.94, 240.016), 23.98);add(n0,n1)|add(n2,#0);general;Q370;Easy;2023-10-20 19:25:00;2023-10-20 19:39:00;14,85
meera purchased two 3 items from a shop . total price for 3 items is rs . 2000 / - she have given rs . 3000 / - what is the balance amount meera got ?;total cost of items : 2000 / - amount paid : 3000 / - balance receivable : 3000 - 2000 = 1000 / - answer is b;subtract(3000, 2000);subtract(n3,n2);general;Q381;Easy;2023-10-21 19:22:00;2023-10-21 19:42:00;20,28
what is the smallest integer e greater than 1 that leaves a remainder of 1 when divided by any of the integers 6 , 8 , and 10 ?;or u can just use the answer choices here . since the answers are already arranged in ascending order , the first number which gives remainder e as 1 for all three is the correct answer . in the given question , the first number which gives a remainder of 1 for 68 and 10 is 121 . c;add(lcm(10, lcm(6, 8)), const_1);lcm(n2,n3)|lcm(n4,#0)|add(#1,const_1);general;Q674;Medium;2023-10-22 17:34:00;2023-10-22 18:19:00;45,11
in 60 litres mixture milk and water are in the ratio 3 : 1 . after adding how many liters of water its ratio will become 3 : 2;"""milk quantity = 3 / 4 * 60 = 45 water quantity = 60 - 45 = 15 new ratio of m : w = 45 : 15 + x = 3 : 2 45 + 3 x = 90 x = 15 answer is b""";multiply(subtract(divide(multiply(divide(3, add(3, 1)), 60), divide(3, add(3, 2))), 60), divide(add(const_10, 1), const_10));add(const_10,n2)|add(n1,n2)|add(n1,n4)|divide(#0,const_10)|divide(n1,#1)|divide(n1,#2)|multiply(n0,#4)|divide(#6,#5)|subtract(#7,n0)|multiply(#3,#8)|;general;Q021;Medium;2023-10-23 07:38:00;2023-10-23 08:08:00;30,21
ann and bob drive separately to a meeting . ann ' s average driving speed is greater than bob ' s avergae driving speed by one - third of bob ' s average driving speed , and ann drives twice as many miles as bob . what is the ratio r of the number of hours ann spends driving to the meeting to the number of hours bob spends driving to the meeting ?;"""say the rate of bob is 3 mph and he covers 6 miles then he needs 6 / 3 = 2 hours to do that . now , in this case the rate of ann would be 3 + 3 * 1 / 3 = 4 mph and the distance she covers would be 6 * 2 = 12 miles , so she needs 12 / 4 = 3 hours for that . the ratio r of ann ' s time to bob ' s time is 3 : 2 . answer : b .""";divide(const_2, add(const_1, divide(const_1, const_3)));divide(const_1,const_3)|add(#0,const_1)|divide(const_2,#1)|;general;Q138;Medium;2023-10-23 10:35:00;2023-10-23 11:04:00;29,09
if length of a rectangle is equal to side of a square and breadth of rectangle is half of length . if area of square is 36 sq . m . calculate the area of rectangle ?;side of square = √ 36 = 6 m . length = 6 m and breadth = 3 m area of rectangle = 6 * 3 = 18 sq . m answer a;multiply(sqrt(36), divide(sqrt(36), const_2));sqrt(n0)|divide(#0,const_2)|multiply(#1,#0);geometry;Q059;Easy;2023-10-24 21:10:00;2023-10-24 21:20:00;10,22
in a basketball game , dhoni scored 30 points more than dravid , but only half as many points as shewag . if the 3 players scored a combined total of 150 points , how many points did dhoni score ?;let dravid scored point = x then dhoni scored = x + 30 shewag scored = 2 * ( x + 30 ) = 2 x + 60 as given , x + x + 30 + 2 x + 60 = 150 points 4 x + 90 = 150 x = 150 - 90 / 4 = 15 so dhoni scored = x + 30 i . e ) 15 + 30 = 45 answer : e;divide(add(150, 30), add(add(const_2, const_1), const_1));add(n0,n2)|add(const_1,const_2)|add(#1,const_1)|divide(#0,#2);general;Q439;Medium;2023-10-25 23:35:00;2023-10-26 00:02:00;27,35
